datasets/lsh1GB.dat	1	1	0	9956009	54.7846	43.9394
datasets/lsh1GB.dat	1	1	0	9956009	53.473	43.6526
datasets/lsh1GB.dat	1	1	0	9956009	53.3395	43.599
datasets/lsh1GB.dat	1	1	1	9956009	61.2999	51.5466
datasets/lsh1GB.dat	1	1	1	9956009	62.0508	52.4883
datasets/lsh1GB.dat	1	1	1	9956009	61.5229	51.6737
datasets/lsh5GB.dat	5	5	0	49742981	105.215	49.1391
datasets/lsh5GB.dat	5	5	0	49742981	100.847	48.7311
datasets/lsh5GB.dat	5	5	0	49742981	110.375	48.7748
datasets/lsh5GB.dat	5	5	1	49742981	125.475	60.4192
datasets/lsh5GB.dat	5	5	1	49742981	115.194	61.067
datasets/lsh5GB.dat	5	5	1	49742981	118.023	60.5216
datasets/lsh10GB.dat	10	10	1	99482711	218.255	96.7735
datasets/lsh10GB.dat	10	10	1	99482711	195.325	96.5133
datasets/lsh10GB.dat	10	10	1	99482711	197.639	96.4724
datasets/lsh10GB.dat	8	12	0	99482711	209.013	87.2328
datasets/lsh10GB.dat	8	12	0	99482711	192.497	86.8037
datasets/lsh10GB.dat	8	12	0	99482711	192.208	87.2148
