datasets/lsh1GB.dat	4	4	0	9956009	23.5656	12.5263
datasets/lsh1GB.dat	4	4	0	9956009	22.1421	12.3929
datasets/lsh1GB.dat	4	4	0	9956009	21.6825	12.0944
datasets/lsh1GB.dat	8	8	0	9956009	16.9961	7.2013
datasets/lsh1GB.dat	8	8	0	9956009	21.3303	10.9858
datasets/lsh1GB.dat	8	8	0	9956009	18.0407	8.40085
datasets/lsh1GB.dat	16	16	0	9956009	24.6623	15.0277
datasets/lsh1GB.dat	16	16	0	9956009	26.3835	16.6239
datasets/lsh1GB.dat	16	16	0	9956009	23.8045	14.075
datasets/lsh1GB.dat	4	4	1	9956009	24.7198	14.7392
datasets/lsh1GB.dat	4	4	1	9956009	24.6215	14.61
datasets/lsh1GB.dat	4	4	1	9956009	24.3217	14.6533
datasets/lsh1GB.dat	8	8	1	9956009	17.7733	8.05982
datasets/lsh1GB.dat	8	8	1	9956009	18.288	8.10995
datasets/lsh1GB.dat	8	8	1	9956009	17.968	8.26202
datasets/lsh1GB.dat	16	16	1	9956009	20.6477	11.1298
datasets/lsh1GB.dat	16	16	1	9956009	21.0688	11.3707
datasets/lsh1GB.dat	16	16	1	9956009	20.3743	10.5943
datasets/lsh5GB.dat	4	4	0	49742981	129.163	62.3713
datasets/lsh5GB.dat	4	4	0	49742981	121.444	61.1088
datasets/lsh5GB.dat	4	4	0	49742981	130.025	60.9517
datasets/lsh5GB.dat	8	8	0	49742981	132.557	73.9991
datasets/lsh5GB.dat	8	8	0	49742981	134.49	73.2707
datasets/lsh5GB.dat	8	8	0	49742981	139.332	71.2997
datasets/lsh5GB.dat	16	16	0	49742981	137.362	77.2735
datasets/lsh5GB.dat	16	16	0	49742981	142.206	78.4584
datasets/lsh5GB.dat	16	16	0	49742981	139.451	79.8356
datasets/lsh5GB.dat	4	4	1	49742981	137.79	74.4751
datasets/lsh5GB.dat	4	4	1	49742981	145.752	77.366
datasets/lsh5GB.dat	4	4	1	49742981	140.285	74.772
datasets/lsh5GB.dat	8	8	1	49742981	102.216	40.9862
datasets/lsh5GB.dat	8	8	1	49742981	100.679	41.8636
datasets/lsh5GB.dat	8	8	1	49742981	100.283	42.4379
datasets/lsh5GB.dat	16	16	1	49742981	114.119	47.124
datasets/lsh5GB.dat	16	16	1	49742981	117.861	50.9871
datasets/lsh5GB.dat	16	16	1	49742981	105.539	47.6887
