datasets/lsh1GB.dat	4	4	0	9956009	24.0013	13.2649
datasets/lsh1GB.dat	4	4	0	9956009	23.0477	12.904
datasets/lsh1GB.dat	4	4	0	9956009	22.8724	13.1154
datasets/lsh1GB.dat	8	8	0	9956009	20.841	10.9607
datasets/lsh1GB.dat	8	8	0	9956009	17.8483	8.08756
datasets/lsh1GB.dat	8	8	0	9956009	22.5482	12.7515
datasets/lsh1GB.dat	16	16	0	9956009	25.3817	13.9432
datasets/lsh1GB.dat	16	16	0	9956009	24.167	14.1348
datasets/lsh1GB.dat	16	16	0	9956009	25.4316	15.5539
datasets/lsh1GB.dat	4	4	1	9956009	130.181	120.43
datasets/lsh1GB.dat	4	4	1	9956009	131.428	121.764
datasets/lsh1GB.dat	4	4	1	9956009	131.239	121.532
datasets/lsh1GB.dat	8	8	1	9956009	50.6106	40.8588
datasets/lsh1GB.dat	8	8	1	9956009	50.664	41.0131
datasets/lsh1GB.dat	8	8	1	9956009	49.3171	39.7542
datasets/lsh1GB.dat	16	16	1	9956009	24.3842	14.8518
datasets/lsh1GB.dat	16	16	1	9956009	24.349	14.5949
datasets/lsh1GB.dat	16	16	1	9956009	24.382	14.8438
datasets/lsh5GB.dat	4	4	0	49742981	134.353	68.6789
datasets/lsh5GB.dat	4	4	0	49742981	129.291	64.4736
datasets/lsh5GB.dat	4	4	0	49742981	125.043	66.9035
datasets/lsh5GB.dat	8	8	0	49742981	140.602	76.098
datasets/lsh5GB.dat	8	8	0	49742981	131.742	70.7321
datasets/lsh5GB.dat	8	8	0	49742981	138.077	76.8814
datasets/lsh5GB.dat	16	16	0	49742981	144.617	82.0021
datasets/lsh5GB.dat	16	16	0	49742981	148.436	89.1709
datasets/lsh5GB.dat	16	16	0	49742981	137.301	82.367
datasets/lsh5GB.dat	4	4	1	49742981	660.139	602.037
datasets/lsh5GB.dat	4	4	1	49742981	661.034	601.777
datasets/lsh5GB.dat	4	4	1	49742981	660.379	608.895
datasets/lsh5GB.dat	8	8	1	49742981	263.956	201.138
datasets/lsh5GB.dat	8	8	1	49742981	263.992	201.313
datasets/lsh5GB.dat	8	8	1	49742981	265.146	198.94
datasets/lsh5GB.dat	16	16	1	49742981	136.48	76.274
datasets/lsh5GB.dat	16	16	1	49742981	133.386	75.2323
datasets/lsh5GB.dat	16	16	1	49742981	132.607	76.6333
